type	exprs	group
SARC	4.64046127348836	Tumor
SARC	4.11955784746554	Tumor
SARC	4.96174899659207	Tumor
SARC	4.20921854101487	Tumor
SARC	5.17726155323064	Tumor
SARC	3.98878790752043	Tumor
SARC	4.49930667336931	Tumor
SARC	4.60482916071319	Tumor
SARC	4.54099894136943	Tumor
SARC	4.48698277187733	Tumor
SARC	4.33652548605606	Tumor
SARC	4.28201756150376	Tumor
SARC	5.30114502148119	Tumor
SARC	4.98131446397622	Tumor
SARC	3.91870134577667	Tumor
SARC	5.32312912061162	Tumor
SARC	4.44698192707391	Tumor
SARC	3.89719832564129	Tumor
SARC	4.46448464744897	Tumor
SARC	4.23559182456341	Tumor
SARC	4.41628078194027	Tumor
SARC	3.6642471578542	Tumor
SARC	3.77174537308076	Tumor
SARC	5.2996663440758	Tumor
SARC	5.0185827171299	Tumor
SARC	3.72701593367722	Tumor
SARC	3.71555858495258	Tumor
SARC	5.55195625871578	Tumor
SARC	5.68195257924825	Tumor
SARC	3.80162422865932	Tumor
SARC	3.43400938192883	Tumor
SARC	6.18206968253108	Tumor
SKCM	3.84415817927486	Normal
SKCM	2.96603784736315	Normal
SKCM	3.87415076708398	Normal
SKCM	2.95012457867413	Normal
SKCM	3.34931531424835	Normal
SKCM	2.50306172345804	Normal
SKCM	3.1652454861007	Normal
SKCM	3.73185256528869	Normal
SKCM	2.98161182367697	Normal
SKCM	3.77684680151558	Normal
SKCM	4.57144309014932	Normal
SKCM	3.58954339633013	Normal
SKCM	2.93474735629437	Normal
SKCM	3.12454844963669	Normal
SKCM	2.83282305908217	Normal
SKCM	4.26975240389649	Normal
SKCM	1.63840766088218	Tumor
SKCM	3.76617516171265	Tumor
SKCM	3.78664985750532	Tumor
SKCM	3.85896722269212	Tumor
SKCM	2.61907966543064	Tumor
SKCM	3.8609014766537	Tumor
SKCM	3.84091806619177	Tumor
SKCM	4.59058888192279	Tumor
SKCM	4.07601584090954	Tumor
SKCM	4.49037138850924	Tumor
SKCM	3.03930182475394	Tumor
SKCM	3.62246948837446	Tumor
SKCM	3.84376987460824	Tumor
SKCM	3.90010546969561	Tumor
SKCM	3.22388326970199	Tumor
SKCM	4.74497373886976	Tumor
SKCM	3.28131647912333	Tumor
SKCM	2.57953641222172	Tumor
SKCM	3.99129647168674	Tumor
SKCM	4.1747422073759	Tumor
SKCM	4.37044234396972	Tumor
SKCM	3.04717083587746	Tumor
SKCM	3.53575147980604	Tumor
SKCM	2.77964786629591	Tumor
SKCM	4.30088801374251	Tumor
SKCM	3.95294110698032	Tumor
SKCM	4.34918720477504	Tumor
SKCM	4.13534558163974	Tumor
SKCM	3.28426980281013	Tumor
SKCM	3.83531404388356	Tumor
SKCM	2.3736668006811	Tumor
SKCM	4.06161577465563	Tumor
SKCM	4.38778280170822	Tumor
SKCM	3.09653740623194	Tumor
SKCM	2.21433621718466	Tumor
SKCM	2.64357408716376	Tumor
SKCM	2.93037064875302	Tumor
SKCM	4.57824212114839	Tumor
SKCM	3.71199074881736	Tumor
SKCM	2.84309718407812	Tumor
SKCM	4.09854277750188	Tumor
SKCM	2.18134884972134	Tumor
STAD	4.48205082416449	Normal
STAD	6.08429222158862	Normal
STAD	5.69709484333781	Normal
STAD	6.32806288860088	Normal
STAD	5.61247291593055	Normal
STAD	6.78146782323306	Normal
STAD	5.17201616008005	Normal
STAD	5.35862754306541	Normal
STAD	4.93209586088513	Normal
STAD	6.24717906139861	Normal
STAD	5.57892537825404	Normal
STAD	6.36808590654324	Normal
STAD	5.38773731100881	Normal
STAD	6.19086806945666	Normal
STAD	6.78209079969528	Tumor
STAD	4.97010420682288	Tumor
STAD	4.95782089301704	Tumor
STAD	5.94173519308903	Tumor
STAD	5.53140126650487	Tumor
STAD	5.88149533295227	Tumor
STAD	5.80320409871399	Tumor
STAD	5.42614136800364	Tumor
STAD	4.82935764282632	Tumor
STAD	4.9945107400142	Tumor
STAD	4.58192133267318	Tumor
STAD	5.65386517512428	Tumor
STAD	6.08355395917557	Tumor
STAD	6.48806045215513	Tumor
STAD	5.18437298103631	Tumor
STAD	6.15670283074968	Tumor
STAD	4.7017540039975	Tumor
STAD	5.28738542677041	Tumor
STAD	5.93562889853012	Tumor
STAD	4.62966884500967	Tumor
STAD	6.05559580327562	Tumor
STAD	5.37019136740641	Tumor
STAD	5.14582580530555	Tumor
STAD	5.05573567178926	Tumor
THCA	5.14994795532023	Normal
THCA	4.39798118273339	Normal
THCA	4.52610792551953	Normal
THCA	5.31274850608956	Normal
THCA	5.31015503141772	Normal
THCA	5.05047892862224	Normal
THCA	4.18723215045931	Normal
THCA	5.65638623646525	Normal
THCA	3.97808166488061	Normal
THCA	4.49157634826995	Normal
THCA	6.00862641154938	Normal
THCA	5.01811143963916	Normal
THCA	5.26374761903078	Normal
THCA	4.93717960844	Normal
THCA	4.18208087190787	Normal
THCA	4.40122863782963	Normal
THCA	4.82073252270014	Normal
THCA	3.80416347371488	Tumor
THCA	5.2605575401142	Tumor
THCA	6.41310665727559	Tumor
THCA	5.64517830714353	Tumor
THCA	5.65556953485742	Tumor
THCA	6.46276101337332	Tumor
THCA	5.4730487994299	Tumor
THCA	6.2942597634835	Tumor
THCA	4.85846337815741	Tumor
THCA	4.99483865538518	Tumor
THCA	4.68222363769808	Tumor
THCA	5.9131764362906	Tumor
THCA	5.7098095339399	Tumor
THCA	6.86340764691662	Tumor
THCA	5.82485002634943	Tumor
THCA	6.80172563315383	Tumor
THCA	7.21575519186516	Tumor
THCA	5.51044073512348	Tumor
THCA	6.12600485118041	Tumor
THCA	5.262672217289	Tumor
THCA	6.37069075622894	Tumor
THCA	5.09826526682048	Tumor
THCA	5.13556578534864	Tumor
THCA	6.05625285182439	Tumor
THCA	5.9176654222202	Tumor
THCA	6.03793372241704	Tumor
THCA	5.90263193767306	Tumor
THCA	5.4840468255194	Tumor
THCA	5.76295598355604	Tumor
THCA	6.98820861976825	Tumor
THCA	5.84157091239275	Tumor
THCA	4.93115491945468	Tumor
THCA	5.26290538631229	Tumor
THCA	5.08282708797541	Tumor
THCA	5.22403439861393	Tumor
UCEC	5.28848944657288	Normal
UCEC	4.89610686526108	Normal
UCEC	5.514362363355	Normal
UCEC	4.7030799617837	Normal
UCEC	5.11440564034598	Normal
UCEC	5.02583969508599	Normal
UCEC	5.29306202254504	Normal
UCEC	4.82748238918603	Normal
UCEC	5.67457643666457	Normal
UCEC	5.12543795774532	Normal
UCEC	6.20305952719152	Normal
UCEC	6.55377387046621	Normal
UCEC	5.51008848864259	Normal
UCEC	4.60542351899854	Normal
UCEC	5.09108509937815	Normal
UCEC	4.87000936913566	Normal
UCEC	5.80560565491417	Tumor
UCEC	5.73469998734407	Tumor
UCEC	4.40852898113612	Tumor
UCEC	4.73660018523143	Tumor
UCEC	4.00354160165498	Tumor
UCEC	5.3646856209481	Tumor
UCEC	5.16153092963518	Tumor
UCEC	5.64667347230664	Tumor
UCEC	3.99449762193908	Tumor
UCEC	5.02393450489614	Tumor
UCEC	4.40602091896316	Tumor
UCEC	5.40726890289512	Tumor
UCEC	5.68272192789521	Tumor
UCEC	4.17999552808142	Tumor
UCEC	5.04906711641931	Tumor
UCEC	4.00385045586124	Tumor
UCEC	5.1511495665731	Tumor
UCEC	3.80312999459384	Tumor
UCEC	6.29256423172163	Tumor
UCEC	6.35209932197626	Tumor
UCEC	5.39200703159898	Tumor
UCEC	4.72775571688047	Tumor
UCEC	5.23090886300235	Tumor
UCEC	4.21682662097731	Tumor
UCEC	3.66517467740111	Tumor
UCEC	4.98488174026636	Tumor
UCEC	3.00446593077042	Tumor
UCEC	4.15275917062362	Tumor
UCEC	4.58548167508687	Tumor
UCEC	5.62526971537312	Tumor
UCEC	5.42387010834989	Tumor
UCEC	5.30350815249298	Tumor
UCEC	4.24331426828318	Tumor
UCEC	5.6344969420409	Tumor
UCEC	4.64852730226251	Tumor
UCEC	5.88959374145643	Tumor
UCEC	3.79773234497332	Tumor
UCEC	4.51934167346173	Tumor
UCEC	4.76612748970222	Tumor
UCEC	5.18452623295468	Tumor
UCEC	4.4309622869632	Tumor
UCEC	5.09362757631517	Tumor
UCEC	3.32066297691697	Tumor
