Chrom	Start	End	Stain	Arm
chr17	46800000	49300000	gpos25	q
chr17	49300000	52100000	gneg	q
chr17	52100000	59500000	gpos75	q
chr17	59500000	60200000	gneg	q
chr17	60200000	63100000	gpos75	q
chr17	63100000	64600000	gneg	q
chr17	64600000	66200000	gpos50	q
chr17	66200000	69100000	gneg	q
chr17	69100000	72900000	gpos75	q
chr17	72900000	76800000	gneg	q
chr17	76800000	77200000	gpos25	q
chr17	77200000	83257441	gneg	q
chr18	0	2900000	gneg	p
chr18	2900000	7200000	gpos50	p
chr18	7200000	8500000	gneg	p
chr18	8500000	10900000	gpos25	p
chr18	10900000	15400000	gneg	p
chr18	15400000	18500000	acen	p
chr18	18500000	21500000	acen	q
chr18	21500000	27500000	gneg	q
chr18	27500000	35100000	gpos100	q
chr18	35100000	39500000	gneg	q
chr18	39500000	45900000	gpos75	q
chr18	45900000	50700000	gneg	q
chr18	50700000	56200000	gpos75	q
chr18	56200000	58600000	gneg	q
chr18	58600000	61300000	gpos50	q
chr18	61300000	63900000	gneg	q
chr18	63900000	69100000	gpos100	q
chr18	69100000	71000000	gneg	q
chr18	71000000	75400000	gpos25	q
chr18	75400000	80373285	gneg	q
chr19	0	6900000	gneg	p
chr19	6900000	12600000	gpos25	p
chr19	12600000	13800000	gneg	p
chr19	13800000	16100000	gpos25	p
chr19	16100000	19900000	gneg	p
chr19	19900000	24200000	gvar	p
chr19	24200000	26200000	acen	p
chr19	26200000	28100000	acen	q
chr19	28100000	31900000	gvar	q
chr19	31900000	35100000	gneg	q
chr19	35100000	37800000	gpos25	q
chr19	37800000	38200000	gneg	q
chr19	38200000	42900000	gpos25	q
chr19	42900000	44700000	gneg	q
chr19	44700000	47500000	gpos25	q
chr19	47500000	50900000	gneg	q
chr19	50900000	53100000	gpos25	q
chr19	53100000	55800000	gneg	q
chr19	55800000	58617616	gpos25	q
chr20	0	5100000	gneg	p
chr20	5100000	9200000	gpos75	p
chr20	9200000	12000000	gneg	p
chr20	12000000	17900000	gpos75	p
chr20	17900000	21300000	gneg	p
chr20	21300000	22300000	gpos25	p
chr20	22300000	25700000	gneg	p
chr20	25700000	28100000	acen	p
chr20	28100000	30400000	acen	q
chr20	30400000	33500000	gneg	q
chr20	33500000	35800000	gpos25	q
chr20	35800000	39000000	gneg	q
chr20	39000000	43100000	gpos75	q
chr20	43100000	43500000	gneg	q
chr20	43500000	47800000	gpos25	q
chr20	47800000	51200000	gneg	q
chr20	51200000	56400000	gpos75	q
chr20	56400000	57800000	gneg	q
chr20	57800000	59700000	gpos50	q
chr20	59700000	64444167	gneg	q
chr21	0	3100000	gvar	p
chr21	3100000	7000000	stalk	p
chr21	7000000	10900000	gvar	p
chr21	10900000	12000000	acen	p
chr21	12000000	13000000	acen	q
chr21	13000000	15000000	gneg	q
chr21	15000000	22600000	gpos100	q
chr21	22600000	25500000	gneg	q
chr21	25500000	30200000	gpos75	q
chr21	30200000	34400000	gneg	q
chr21	34400000	36400000	gpos50	q
chr21	36400000	38300000	gneg	q
chr21	38300000	41200000	gpos50	q
chr21	41200000	46709983	gneg	q
chr22	0	4300000	gvar	p
chr22	4300000	9400000	stalk	p
chr22	9400000	13700000	gvar	p
chr22	13700000	15000000	acen	p
chr22	15000000	17400000	acen	q
chr22	17400000	21700000	gneg	q
chr22	21700000	23100000	gpos25	q
chr22	23100000	25500000	gneg	q
chr22	25500000	29200000	gpos50	q
chr22	29200000	31800000	gneg	q
chr22	31800000	37200000	gpos50	q
chr22	37200000	40600000	gneg	q
chr22	40600000	43800000	gpos50	q
chr22	43800000	48100000	gneg	q
chr22	48100000	49100000	gpos50	q
chr22	49100000	50818468	gneg	q
