cluster	lineage	marker	expression
c1	Vγ9Vδ2	CD28	3.6492098786243
c1	Vγ9Vδ2	CD28	3.43319986982305
c1	Vγ9Vδ2	CD28	4.01063049322459
c1	Vγ9Vδ2	CD28	4.14605200531728
c1	Vγ9Vδ2	CD28	3.78283358379671
c1	Vγ9Vδ2	CD28	3.10293457513573
c2	Vγ9Vδ2	CD161	2.05806015402042
c2	Vγ9Vδ2	CD161	3.91865203189616
c2	Vγ9Vδ2	CD161	3.99899686054679
c2	Vγ9Vδ2	CD161	3.0406765376088
c2	Vγ9Vδ2	CD161	3.41845080741515
c2	Vγ9Vδ2	CD161	4.26835999926247
c2	Vγ9Vδ2	CD161	3.15246044849511
c2	Vγ9Vδ2	CD161	3.66910054170656
c2	Vγ9Vδ2	CD161	2.97750608946182
c2	Vγ9Vδ2	CD161	3.07259448951717
c2	Vγ9Vδ2	CD161	3.72321516066051
c2	Vγ9Vδ2	CD161	2.97459529289141
c2	Vγ9Vδ2	CD161	2.17853566287514
c2	Vγ9Vδ2	CD161	4.51582346608676
c2	Vγ9Vδ2	CD161	3.69331843709158
c2	Vγ9Vδ2	CD161	3.55943219113008
c2	Vγ9Vδ2	CD161	3.72821286182702
c2	Vγ9Vδ2	CD161	4.06656975991018
c2	Vγ9Vδ2	CD161	3.17807438996149
c2	Vγ9Vδ2	CD161	3.53165186037252
c2	Vγ9Vδ2	CD161	3.50756295062077
c2	Vγ9Vδ2	CD161	3.64434331519771
c2	Vγ9Vδ2	CD161	2.48289006760309
c2	Vγ9Vδ2	CD161	4.06454127490778
c2	Vγ9Vδ2	CD161	3.75108872123716
c2	Vγ9Vδ2	CD161	3.45512240265968
c2	Vγ9Vδ2	CD161	2.8682597672485
c2	Vγ9Vδ2	CD161	3.82429993801505
c2	Vγ9Vδ2	CD161	5.03798813875394
c2	Vγ9Vδ2	CD161	3.72271968347473
c2	Vγ9Vδ2	CD161	4.1199119228682
c2	Vγ9Vδ2	CD161	3.37233681357135
c2	Vγ9Vδ2	CD161	4.02462073419596
c2	Vγ9Vδ2	CD161	3.84369044995001
c2	Vγ9Vδ2	CD161	3.71695024406045
c2	Vγ9Vδ2	CD161	3.86772106993315
c2	Vγ9Vδ2	CD161	4.01549947959039
c2	Vγ9Vδ2	CD161	3.40358194605717
c2	Vγ9Vδ2	CD161	3.94044157261891
c2	Vγ9Vδ2	CD161	3.95175559714521
c2	Vγ9Vδ2	CD161	2.84399077366086
c2	Vγ9Vδ2	CD161	3.82619705637511
c2	Vγ9Vδ2	CD161	2.83127008894313
c2	Vγ9Vδ2	CD161	3.73725142079218
c2	Vγ9Vδ2	CD161	3.47648545038362
c2	Vγ9Vδ2	CD161	3.11448147426997
c2	Vγ9Vδ2	CD161	2.99321017008397
c2	Vγ9Vδ2	CD161	4.56311840095545
c2	Vγ9Vδ2	CD161	3.57693382832883
c2	Vγ9Vδ2	CD161	3.33558667896643
c2	Vγ9Vδ2	CD161	2.55668504474043
c2	Vγ9Vδ2	CD161	4.52602390944447
c2	Vγ9Vδ2	CD161	3.89042221098741
c2	Vγ9Vδ2	CD161	3.08265942886295
c2	Vγ9Vδ2	CD161	3.21982086883232
c2	Vγ9Vδ2	CD161	3.77822074390591
c2	Vγ9Vδ2	CD161	3.26767879443326
c2	Vγ9Vδ2	CD161	5.16134011009217
c2	Vγ9Vδ2	CD161	2.69665434190252
c2	Vγ9Vδ2	CD161	2.7199238488904
c2	Vγ9Vδ2	CD161	3.02061445235796
c2	Vγ9Vδ2	CD161	3.76943318628988
c2	Vγ9Vδ2	CD161	3.80235611946813
c2	Vγ9Vδ2	CD161	3.19431053419237
c2	Vγ9Vδ2	CD161	3.84267145380944
c2	Vγ9Vδ2	CD161	3.15985705505723
c2	Vγ9Vδ2	CD161	3.72542070227338
c2	Vγ9Vδ2	CD161	3.99047930219404
c2	Vγ9Vδ2	CD161	4.2532580043145
c2	Vγ9Vδ2	CD161	2.43834498590328
c2	Vγ9Vδ2	CD161	4.32634893162636
c2	Vγ9Vδ2	CD161	4.08700928370365
c2	Vγ9Vδ2	CD161	3.92225223848025
c2	Vγ9Vδ2	CD161	3.62312611087962
c2	Vγ9Vδ2	CD161	2.39046369513794
c2	Vγ9Vδ2	CD161	3.88215218371122
c2	Vγ9Vδ2	CD161	3.28469578819273
c2	Vγ9Vδ2	CD161	3.31927393863388
c2	Vγ9Vδ2	CD161	3.7547148588346
c2	Vγ9Vδ2	CD161	3.22177069262405
c2	Vγ9Vδ2	CD161	3.28881051306847
c2	Vγ9Vδ2	CD161	3.56519561959739
c2	Vγ9Vδ2	CD161	4.6942232972853
c2	Vγ9Vδ2	CD161	4.18344481853516
c2	Vγ9Vδ2	CD161	3.22872506211751
c2	Vγ9Vδ2	CD161	3.39741651640151
c2	Vγ9Vδ2	CD161	4.06075817041945
c2	Vγ9Vδ2	CD161	4.1577288852412
c2	Vγ9Vδ2	CD161	4.14388865849997
c2	Vγ9Vδ2	CD161	3.3399916118781
c2	Vγ9Vδ2	NKG2A	1.97740312628726
c2	Vγ9Vδ2	NKG2A	0.758282710875109
c2	Vγ9Vδ2	NKG2A	2.16238149045955
c2	Vγ9Vδ2	NKG2A	1.88183552481453
c2	Vγ9Vδ2	NKG2A	1.84063230104854
c2	Vγ9Vδ2	NKG2A	2.06813569755596
c2	Vγ9Vδ2	NKG2A	1.08012455590896
c2	Vγ9Vδ2	NKG2A	2.20016690036373
c2	Vγ9Vδ2	NKG2A	1.42885681865596
c2	Vγ9Vδ2	NKG2A	0.91490318345951
c2	Vγ9Vδ2	NKG2A	2.05925576071923
c2	Vγ9Vδ2	NKG2A	1.72515234609055
c2	Vγ9Vδ2	NKG2A	2.05289778570981
c2	Vγ9Vδ2	NKG2A	1.53455142663748
c2	Vγ9Vδ2	NKG2A	1.16166126852127
c2	Vγ9Vδ2	NKG2A	2.80742704497164
c2	Vγ9Vδ2	NKG2A	0.822196238327796
c2	Vγ9Vδ2	NKG2A	0.968718652714893
c2	Vγ9Vδ2	NKG2A	1.90604484249701
c2	Vγ9Vδ2	NKG2A	1.16260996375304
c2	Vγ9Vδ2	NKG2A	0.701683816573387
c2	Vγ9Vδ2	NKG2A	2.07469841879846
c2	Vγ9Vδ2	NKG2A	1.96731385221723
c2	Vγ9Vδ2	NKG2A	1.24801926238509
c2	Vγ9Vδ2	NKG2A	1.244785343601
c2	Vγ9Vδ2	NKG2A	1.6031055447448
c2	Vγ9Vδ2	NKG2A	1.53845806113726
c2	Vγ9Vδ2	NKG2A	1.55428827314701
c2	Vγ9Vδ2	NKG2A	2.57716892822123
c2	Vγ9Vδ2	NKG2A	0.0161808071259815
c2	Vγ9Vδ2	NKG2A	1.7628665721484
c2	Vγ9Vδ2	NKG2A	2.1749030918234
c2	Vγ9Vδ2	NKG2A	2.13856765551508
c2	Vγ9Vδ2	NKG2A	0.298562215030013
c2	Vγ9Vδ2	NKG2A	2.71228374101479
c2	Vγ9Vδ2	NKG2A	0.848823767303329
c2	Vγ9Vδ2	NKG2A	0.686851747810047
c2	Vγ9Vδ2	NKG2A	0.206647998600592
c2	Vγ9Vδ2	NKG2A	1.86234251148224
c2	Vγ9Vδ2	NKG2A	1.83903758076646
c2	Vγ9Vδ2	NKG2A	2.08371815555605
c2	Vγ9Vδ2	NKG2A	1.61309869396827
c2	Vγ9Vδ2	NKG2A	2.08485058604637
c2	Vγ9Vδ2	NKG2A	1.30282709210506
c2	Vγ9Vδ2	NKG2A	0.947502744805886
c2	Vγ9Vδ2	NKG2A	1.97709959086394
c2	Vγ9Vδ2	NKG2A	0.620179149862144
c2	Vγ9Vδ2	NKG2A	2.46846811244861
c2	Vγ9Vδ2	NKG2A	2.32360829280018
c2	Vγ9Vδ2	NKG2A	1.8348960818603
c2	Vγ9Vδ2	NKG2A	0.606138069002523
c2	Vγ9Vδ2	NKG2A	2.5585257055734
c2	Vγ9Vδ2	NKG2A	1.8453399137444
c2	Vγ9Vδ2	NKG2A	1.04234883669094
c2	Vγ9Vδ2	NKG2A	2.10444813092502
c2	Vγ9Vδ2	NKG2A	1.09271795398261
c2	Vγ9Vδ2	NKG2A	0.90163007383786
c2	Vγ9Vδ2	NKG2A	1.1990907187671
c2	Vγ9Vδ2	NKG2A	1.59483137896873
c2	Vγ9Vδ2	NKG2A	1.03677048289316
c2	Vγ9Vδ2	NKG2A	1.81090555340752
c2	Vγ9Vδ2	NKG2A	1.68648301368448
c2	Vγ9Vδ2	NKG2A	1.70503301033974
c2	Vγ9Vδ2	NKG2A	1.84441246810448
c2	Vγ9Vδ2	NKG2A	1.39383586185814
c2	Vγ9Vδ2	NKG2A	2.81513433956212
c2	Vγ9Vδ2	NKG2A	2.32286464945838
c2	Vγ9Vδ2	NKG2A	1.95442979004929
c2	Vγ9Vδ2	NKG2A	1.50395083031613
c2	Vγ9Vδ2	NKG2A	1.84235837365368
c2	Vγ9Vδ2	NKG2A	1.39561812978197
c2	Vγ9Vδ2	NKG2A	1.57611204443039
c2	Vγ9Vδ2	NKG2A	1.65930233354908
c2	Vγ9Vδ2	NKG2A	1.609253655445
c2	Vγ9Vδ2	NKG2A	2.2378246892308
c2	Vγ9Vδ2	NKG2A	0.902180599114039
c2	Vγ9Vδ2	NKG2A	2.62363279915413
c2	Vγ9Vδ2	NKG2A	1.16165832765563
c2	Vγ9Vδ2	NKG2A	2.30573432832369
c2	Vγ9Vδ2	NKG2A	0.962274816944341
c2	Vγ9Vδ2	NKG2A	1.76948144490714
c2	Vγ9Vδ2	NKG2A	0.859328556492839
c2	Vγ9Vδ2	NKG2A	1.46242535279982
c2	Vγ9Vδ2	NKG2A	1.41188233606279
c2	Vγ9Vδ2	NKG2A	1.55745510762052
c2	Vγ9Vδ2	NKG2A	1.09118824527263
c2	Vγ9Vδ2	NKG2A	2.22780775503747
c2	Vγ9Vδ2	NKG2A	0.993838581544252
c2	Vγ9Vδ2	NKG2A	1.85131651924201
c2	Vγ9Vδ2	NKG2A	1.21950705150775
c2	Vγ9Vδ2	CD31	3.55963967184665
c2	Vγ9Vδ2	CD31	2.28998750377809
c2	Vγ9Vδ2	CD31	2.1561245272972
c2	Vγ9Vδ2	CD31	2.98486781328131
c2	Vγ9Vδ2	CD31	2.24066520603033
c2	Vγ9Vδ2	CD31	2.80244753909064
c2	Vγ9Vδ2	CD31	2.71030689929099
c2	Vγ9Vδ2	CD31	2.77542016101861
c2	Vγ9Vδ2	CD31	2.94202997201598
c2	Vγ9Vδ2	CD31	2.55583346869428
c2	Vγ9Vδ2	CD31	2.25502323332531
c2	Vγ9Vδ2	CD31	2.36301256049225
c2	Vγ9Vδ2	CD31	2.39187633808736
c2	Vγ9Vδ2	CD31	2.45949338268838
c2	Vγ9Vδ2	CD31	2.66290231268821
c2	Vγ9Vδ2	CD31	2.75791692168255
c2	Vγ9Vδ2	CD31	2.68207023296289
c2	Vγ9Vδ2	CD31	1.84142582487909
c2	Vγ9Vδ2	CD31	1.87241771328162
c2	Vγ9Vδ2	CD31	1.5797676705303
c2	Vγ9Vδ2	CD31	1.51961211020291
c2	Vγ9Vδ2	CD31	2.56185267141847
c2	Vγ9Vδ2	CD31	1.62784192223276
c2	Vγ9Vδ2	CD31	2.50508731585258
c2	Vγ9Vδ2	CD31	2.16413564812001
c2	Vγ9Vδ2	CD31	2.88014393085086
c2	Vγ9Vδ2	CD31	3.34813355461228
c2	Vγ9Vδ2	CD31	2.78318626779189
c2	Vγ9Vδ2	CD31	1.37137440483152
c2	Vγ9Vδ2	CD31	3.96357497095178
c2	Vγ9Vδ2	CD31	3.07012585627686
c2	Vγ9Vδ2	CD31	2.62355978709258
c2	Vγ9Vδ2	CD31	2.40804269544079
c2	Vγ9Vδ2	CD31	2.08048087400604
c2	Vγ9Vδ2	CD31	1.74735269895414
c2	Vγ9Vδ2	CD31	2.96595290600401
c2	Vγ9Vδ2	CD31	2.07908068648858
c2	Vγ9Vδ2	CD31	3.01138773863886
c2	Vγ9Vδ2	CD31	2.32243809828983
c2	Vγ9Vδ2	CD31	3.11538594401732
c2	Vγ9Vδ2	CD31	2.28187190746657
c2	Vγ9Vδ2	CD31	2.2060937655559
c2	Vγ9Vδ2	CD31	2.82605701098291
c2	Vγ9Vδ2	CD31	2.45135548891381
c2	Vγ9Vδ2	CD31	2.87196029881045
c2	Vγ9Vδ2	CD31	2.7561168793873
c2	Vγ9Vδ2	CD31	2.62882549028122
c2	Vγ9Vδ2	CD31	1.79095874368744
c2	Vγ9Vδ2	CD31	2.47752316483441
c2	Vγ9Vδ2	CD31	1.87892984544045
c2	Vγ9Vδ2	CD31	2.02937736787192
c2	Vγ9Vδ2	CD31	2.11139854477349
c2	Vγ9Vδ2	CD31	2.43410792079523
c2	Vγ9Vδ2	CD31	2.63651210392603
c2	Vγ9Vδ2	CD31	1.42702083345025
c2	Vγ9Vδ2	CD31	1.52061684434523
c2	Vγ9Vδ2	CD31	3.13832728435639
c2	Vγ9Vδ2	CD31	1.92097795023451
c2	Vγ9Vδ2	CD31	2.25913098329843
c2	Vγ9Vδ2	CD31	3.52671546518482
c2	Vγ9Vδ2	CD31	3.15232291067921
c2	Vγ9Vδ2	CD31	2.47712869504254
c2	Vγ9Vδ2	CD31	2.82171357246009
c2	Vγ9Vδ2	CD31	2.43921076553766
c2	Vγ9Vδ2	CD31	2.33304440911444
c2	Vγ9Vδ2	CD31	2.89362606472598
c2	Vγ9Vδ2	CD31	2.52164770967735
c2	Vγ9Vδ2	CD31	2.69962192914353
c2	Vγ9Vδ2	CD31	2.22903773796308
c2	Vγ9Vδ2	CD31	2.45620998471257
c2	Vγ9Vδ2	CD31	1.40674446366333
c2	Vγ9Vδ2	CD31	2.87047567153197
c2	Vγ9Vδ2	CD31	1.73780552987528
c2	Vγ9Vδ2	CD31	3.00317277680825
c2	Vγ9Vδ2	CD31	3.1674739049487
c2	Vγ9Vδ2	CD31	3.1792099520657
c2	Vγ9Vδ2	CD31	2.91190809495282
c2	Vγ9Vδ2	CD31	2.27860852603874
c2	Vγ9Vδ2	CD31	3.40426771296589
c2	Vγ9Vδ2	CD31	1.61599260465613
c2	Vγ9Vδ2	CD31	2.67813342474612
c2	Vγ9Vδ2	CD31	3.25748868853208
c2	Vγ9Vδ2	CD31	1.02951905758408
c2	Vγ9Vδ2	CD31	1.39645027972029
c2	Vγ9Vδ2	CD31	1.58295232456841
c2	Vγ9Vδ2	CD31	3.20947501440296
c2	Vγ9Vδ2	CD31	2.67687545755539
c2	Vγ9Vδ2	CD31	3.06574737177875
c2	Vγ9Vδ2	CD31	2.45009441890966
c2	Vγ9Vδ2	CD31	3.17670690296322
c2	Vγ9Vδ2	CD8	0.924099135629059
c2	Vγ9Vδ2	CD8	1.51712772779323
c2	Vγ9Vδ2	CD8	0.940016878690995
c2	Vγ9Vδ2	CD8	2.4862125854798
c2	Vγ9Vδ2	CD8	1.61420176822485
c2	Vγ9Vδ2	CD8	1.17842846488326
c2	Vγ9Vδ2	CD8	1.23213047001464
c2	Vγ9Vδ2	CD8	2.10123035301055
c2	Vγ9Vδ2	CD8	1.45121373129434
c2	Vγ9Vδ2	CD8	1.75280195332511
c2	Vγ9Vδ2	CD8	0.48786861586911
c2	Vγ9Vδ2	CD8	0.68662193892599
c2	Vγ9Vδ2	CD8	0
c2	Vγ9Vδ2	CD8	0.525794660432872
c2	Vγ9Vδ2	CD8	0.388473927013534
c2	Vγ9Vδ2	CD8	0.991077527373634
c2	Vγ9Vδ2	CD8	1.63930876198653
c2	Vγ9Vδ2	CD8	1.17230950605154
c2	Vγ9Vδ2	CD8	0.528445607740929
c2	Vγ9Vδ2	CD8	1.333757367371
c2	Vγ9Vδ2	CD8	1.46618766918582
c2	Vγ9Vδ2	CD8	1.12304865706971
c2	Vγ9Vδ2	CD8	1.73942146640029
c2	Vγ9Vδ2	CD8	1.6732982000858
c2	Vγ9Vδ2	CD8	1.29821943120442
c2	Vγ9Vδ2	CD8	0.410527259038655
c2	Vγ9Vδ2	CD8	1.30662408215094
c2	Vγ9Vδ2	CD8	0.969147021257882
c2	Vγ9Vδ2	CD8	1.09109045718354
c2	Vγ9Vδ2	CD8	0.186588679104614
c2	Vγ9Vδ2	CD8	0.90628113656371
c2	Vγ9Vδ2	CD8	0.117643027862138
c2	Vγ9Vδ2	CD8	1.5266960883362
c2	Vγ9Vδ2	CD8	2.87156241780143
c2	Vγ9Vδ2	CD8	1.40492446255132
c2	Vγ9Vδ2	CD8	0.884485064234375
c2	Vγ9Vδ2	CD8	1.8054831548224
c2	Vγ9Vδ2	CD8	2.3565694751221
c2	Vγ9Vδ2	CD8	1.70772865390103
c2	Vγ9Vδ2	CD8	1.15106793696215
c2	Vγ9Vδ2	CD8	1.77448607238444
c2	Vγ9Vδ2	CD8	1.60533261801992
c2	Vγ9Vδ2	CD8	0.526332178529372
c2	Vγ9Vδ2	CD8	1.16915713941828
c2	Vγ9Vδ2	CD8	1.92915986970535
c2	Vγ9Vδ2	CD8	2.44276405838593
c2	Vγ9Vδ2	CD8	1.74049655438084
c2	Vγ9Vδ2	CD8	1.80915185391103
c2	Vγ9Vδ2	CD8	2.04047533420871
c2	Vγ9Vδ2	CD8	0.999321190687255
c2	Vγ9Vδ2	CD8	2.03602661856765
c2	Vγ9Vδ2	CD8	1.25910804678749
c2	Vγ9Vδ2	CD8	1.61695004838528
c2	Vγ9Vδ2	CD8	0.688520294086982
c2	Vγ9Vδ2	CD8	1.20069944157343
c2	Vγ9Vδ2	CD8	1.56572771131156
c2	Vγ9Vδ2	CD8	2.17683601020402
c2	Vγ9Vδ2	CD8	0.690601050564829
c2	Vγ9Vδ2	CD8	1.69285009391985
c2	Vγ9Vδ2	CD8	1.50648213210051
c2	Vγ9Vδ2	CD8	0.176682076929207
c2	Vγ9Vδ2	CD8	0.879115097513794
c2	Vγ9Vδ2	CD8	0.490979457961158
c2	Vγ9Vδ2	CD8	1.70615620681513
c2	Vγ9Vδ2	CD8	0.913140478644226
c2	Vγ9Vδ2	CD8	0.466114760447879
c2	Vγ9Vδ2	CD8	0.961929286790213
c2	Vγ9Vδ2	CD8	1.52891805883853
c2	Vγ9Vδ2	CD8	1.52167837920604
c2	Vγ9Vδ2	CD8	1.32127349873676
c2	Vγ9Vδ2	CD8	1.61476297651052
c2	Vγ9Vδ2	CD8	1.15439821294573
c2	Vγ9Vδ2	CD8	0.488095307808724
c2	Vγ9Vδ2	CD8	1.16952779792729
c2	Vγ9Vδ2	CD8	1.17076140145565
c2	Vγ9Vδ2	CD8	0.972909091305271
c2	Vγ9Vδ2	CD8	0.119586883838555
c2	Vγ9Vδ2	CD8	0.633286271384876
c2	Vγ9Vδ2	CD8	1.15518951236281
c2	Vγ9Vδ2	CD8	1.07151809758102
c2	Vγ9Vδ2	CD8	0.293780458446227
c2	Vγ9Vδ2	CD8	1.90903915611802
c2	Vγ9Vδ2	CD8	0.89034662789214
c2	Vγ9Vδ2	CD8	1.42233057001629
c2	Vγ9Vδ2	CD8	1.38533591908669
c2	Vγ9Vδ2	CD8	1.72749208650004
c2	Vγ9Vδ2	CD8	1.66870485222073
c2	Vγ9Vδ2	CD8	0.303212906941981
c2	Vγ9Vδ2	CD8	0.581771321408816
c2	Vγ9Vδ2	CD8	0.599563817954841
c2	Vγ9Vδ2	CD57	0.460453481013169
c2	Vγ9Vδ2	CD57	0.919038437406876
c2	Vγ9Vδ2	CD57	1.04021439180653
c2	Vγ9Vδ2	CD57	0.531223653407599
c2	Vγ9Vδ2	CD57	1.53158551049654
c2	Vγ9Vδ2	CD57	0.364300216667989
c2	Vγ9Vδ2	CD57	0.705052642550365
c2	Vγ9Vδ2	CD57	0.958095840675498
c2	Vγ9Vδ2	CD57	2.24217821165232
c2	Vγ9Vδ2	CD57	0.649344633466749
c2	Vγ9Vδ2	CD57	0
c2	Vγ9Vδ2	CD57	1.90667867121047
c2	Vγ9Vδ2	CD57	0
c2	Vγ9Vδ2	CD57	0.228896239873029
c2	Vγ9Vδ2	CD57	1.38972495742131
c2	Vγ9Vδ2	CD57	1.75402435402938
c2	Vγ9Vδ2	CD57	0.843694739243973
c2	Vγ9Vδ2	CD57	0.0541536799760466
c2	Vγ9Vδ2	CD57	0.0603356533002081
c2	Vγ9Vδ2	CD57	0.479486760862404
c2	Vγ9Vδ2	CD57	0.513560706234725
c2	Vγ9Vδ2	CD57	1.11976368188837
c2	Vγ9Vδ2	CD57	0.098502946474207
c2	Vγ9Vδ2	CD57	0.153949728600861
c2	Vγ9Vδ2	CD57	0.102340099378414
c2	Vγ9Vδ2	CD57	0.910069303290267
c2	Vγ9Vδ2	CD57	1.42769092205082
c2	Vγ9Vδ2	CD57	0.730183016351162
c2	Vγ9Vδ2	CD57	1.21047669426741
c2	Vγ9Vδ2	CD57	0.524087077047366
c2	Vγ9Vδ2	CD57	1.98127852269639
c2	Vγ9Vδ2	CD57	0.269919144013667
c2	Vγ9Vδ2	CD57	1.76290121395188
c2	Vγ9Vδ2	CD57	0.203296146805526
c2	Vγ9Vδ2	CD57	1.53956883496412
c2	Vγ9Vδ2	CD57	0.867926921655167
c2	Vγ9Vδ2	CD57	1.14243167617574
c2	Vγ9Vδ2	CD57	0.51365916001353
c2	Vγ9Vδ2	CD57	1.30117144186142
c2	Vγ9Vδ2	CD57	0.71140184496014
c2	Vγ9Vδ2	CD57	0.0749504607499196
c2	Vγ9Vδ2	CD57	0.570721738032832
c2	Vγ9Vδ2	CD57	0
c2	Vγ9Vδ2	CD57	0.904464124804785
c2	Vγ9Vδ2	CD57	0.525666053569052
c2	Vγ9Vδ2	CD57	1.08225904487216
c2	Vγ9Vδ2	CD57	0.520360763768091
c2	Vγ9Vδ2	CD57	0.220275778248194
c2	Vγ9Vδ2	CD57	0.427403792767681
c2	Vγ9Vδ2	CD57	0.203796006418579
c2	Vγ9Vδ2	CD57	0.905273269455188
c2	Vγ9Vδ2	CD57	1.11411083745172
c2	Vγ9Vδ2	CD57	1.60275627381978
c2	Vγ9Vδ2	CD57	0.811485031603615
c2	Vγ9Vδ2	CD57	1.21628794600801
c2	Vγ9Vδ2	CD57	1.9049788251017
c2	Vγ9Vδ2	CD57	0.247721781874929
c2	Vγ9Vδ2	CD57	0.628518170639508
c2	Vγ9Vδ2	CD57	0.749799021651978
c2	Vγ9Vδ2	CD57	1.32975431068762
c2	Vγ9Vδ2	CD57	1.57601737121369
c2	Vγ9Vδ2	CD57	1.16132955510177
c2	Vγ9Vδ2	CD57	1.38537301736232
c2	Vγ9Vδ2	CD57	0.113734522488632
c2	Vγ9Vδ2	CD57	0.63976305957022
c2	Vγ9Vδ2	CD57	1.18132676338107
c2	Vγ9Vδ2	CD57	0.757946459308107
c2	Vγ9Vδ2	CD57	1.0557592626202
c2	Vγ9Vδ2	CD57	0.152795822512218
c2	Vγ9Vδ2	CD57	1.16310901006495
c2	Vγ9Vδ2	CD57	0.822880122443205
c2	Vγ9Vδ2	CD57	0.991749090340353
c2	Vγ9Vδ2	CD57	0.45540388543732
c2	Vγ9Vδ2	CD57	2.0779948326947
c2	Vγ9Vδ2	CD57	1.70058376433327
c2	Vγ9Vδ2	CD57	0.737215727882488
c2	Vγ9Vδ2	CD57	1.48737281257271
c2	Vγ9Vδ2	CD57	0.16961957368057
c2	Vγ9Vδ2	CD57	0.947295843149234
c2	Vγ9Vδ2	CD57	0.446956307152437
c2	Vγ9Vδ2	CD57	0.486100257121776
c2	Vγ9Vδ2	CD57	0.745421106044835
c2	Vγ9Vδ2	CD57	1.17467493919788
c2	Vγ9Vδ2	CD57	1.2082864097244
c2	Vγ9Vδ2	CD57	0.330954630795291
c2	Vγ9Vδ2	CD57	1.51895292032427
c2	Vγ9Vδ2	CD57	0.503182950129121
c2	Vγ9Vδ2	CD57	0.781064917580978
c2	Vγ9Vδ2	CD57	0.659202175488672
c2	Vγ9Vδ2	CD57	0.9578411146334
c2	Vγ9Vδ2	CD28	0.741387766496165
c2	Vγ9Vδ2	CD28	1.51110330871651
c2	Vγ9Vδ2	CD28	1.67598203151852
c2	Vγ9Vδ2	CD28	1.96501299195904
c2	Vγ9Vδ2	CD28	1.61374169183999
c2	Vγ9Vδ2	CD28	2.03389558859542
c2	Vγ9Vδ2	CD28	0.829299482849075
c2	Vγ9Vδ2	CD28	1.68035101771844
c2	Vγ9Vδ2	CD28	2.03880143581878
c2	Vγ9Vδ2	CD28	1.77285098269526
c2	Vγ9Vδ2	CD28	1.68560560004205
c2	Vγ9Vδ2	CD28	0.801149920870512
c2	Vγ9Vδ2	CD28	1.86106679140916
c2	Vγ9Vδ2	CD28	2.03020962866504
c2	Vγ9Vδ2	CD28	1.26165730150592
c2	Vγ9Vδ2	CD28	1.05959224734579
c2	Vγ9Vδ2	CD28	1.65948889238999
c2	Vγ9Vδ2	CD28	1.54998010393764
c2	Vγ9Vδ2	CD28	1.37382368412115
c2	Vγ9Vδ2	CD28	1.965518810914
c2	Vγ9Vδ2	CD28	0.564749598221476
c2	Vγ9Vδ2	CD28	2.58069985368949
c2	Vγ9Vδ2	CD28	2.19032791895155
c2	Vγ9Vδ2	CD28	1.93411774229405
c2	Vγ9Vδ2	CD28	1.04325698208796
c2	Vγ9Vδ2	CD28	0.390628606595833
c2	Vγ9Vδ2	CD28	0.517782207615099
c2	Vγ9Vδ2	CD28	1.06930778294906
c2	Vγ9Vδ2	CD28	0.661995040294928
c2	Vγ9Vδ2	CD28	0.915543240395224
c2	Vγ9Vδ2	CD28	1.27214410215698
c2	Vγ9Vδ2	CD28	1.80277622357043
c2	Vγ9Vδ2	CD28	2.09168605411377
c2	Vγ9Vδ2	CD28	1.70222726980264
c2	Vγ9Vδ2	CD28	1.80094361365033
c2	Vγ9Vδ2	CD28	1.5155311750702
c2	Vγ9Vδ2	CD28	1.33247646070946
c2	Vγ9Vδ2	CD28	2.72809478379344
c2	Vγ9Vδ2	CD28	1.21043845281649
c2	Vγ9Vδ2	CD28	0.470394399636882
c2	Vγ9Vδ2	CD28	1.60241878419759
c2	Vγ9Vδ2	CD28	1.18152972700894
c2	Vγ9Vδ2	CD28	1.99952379208121
c2	Vγ9Vδ2	CD28	0.157418209955984
c2	Vγ9Vδ2	CD28	1.9148668171357
c2	Vγ9Vδ2	CD28	1.68151741207864
c2	Vγ9Vδ2	CD28	1.14962617058735
c2	Vγ9Vδ2	CD28	2.60702244668453
c2	Vγ9Vδ2	CD28	2.08198807596651
c2	Vγ9Vδ2	CD28	1.43037698591013
c2	Vγ9Vδ2	CD28	1.39965123236652
c2	Vγ9Vδ2	CD28	1.53100023092622
c2	Vγ9Vδ2	CD28	1.29224897524253
c2	Vγ9Vδ2	CD28	1.65915728501426
c2	Vγ9Vδ2	CD28	1.98988494994179
c2	Vγ9Vδ2	CD28	1.79358964852976
c2	Vγ9Vδ2	CD28	2.71287373415813
c2	Vγ9Vδ2	CD28	2.14173750135524
c2	Vγ9Vδ2	CD28	2.00548637265773
c2	Vγ9Vδ2	CD28	1.31491844431946
c2	Vγ9Vδ2	CD28	1.38416866129022
c2	Vγ9Vδ2	CD28	0.744736987760027
c2	Vγ9Vδ2	CD28	1.82428727659568
c2	Vγ9Vδ2	CD28	1.34062053157874
c2	Vγ9Vδ2	CD28	2.02020000723797
c2	Vγ9Vδ2	CD28	1.41219768433745
c2	Vγ9Vδ2	CD28	0.905948163317492
c2	Vγ9Vδ2	CD28	1.92184727933648
c2	Vγ9Vδ2	CD28	1.50524497709693
c2	Vγ9Vδ2	CD28	2.36987015369728
c2	Vγ9Vδ2	CD28	0.872709908829294
c2	Vγ9Vδ2	CD28	0.221954917290919
c2	Vγ9Vδ2	CD28	1.85417912273326
c2	Vγ9Vδ2	CD28	1.92782989306514
c2	Vγ9Vδ2	CD28	2.12308377924105
